manufacturer,antennaModel,standardModel,diameter_ft,diameter_m,gain_dBi,notes
CABLEWAVE SYSTEMS,PA6-59W,PA659W,6,1.83,39.2,Comsearch's Frequency Coordination Database
CABLEWAVE SYSTEMS,PA6 65,PA665,6,1.83,39.9,Comsearch's Frequency Coordination Database
ANDREW,PA6-65,PA665,6,1.83,39.9,Comsearch's Frequency Coordination Database
CABLEWAVE SYSTEMS,PA6-65,PA665,6,1.83,39.9,Comsearch's Frequency Coordination Database
RFS,PA6-65,PA665,6,1.83,39.9,Comsearch's Frequency Coordination Database
ANDREW,PA6-65A,PA665A,6,1.83,39.9,Comsearch's Frequency Coordination Database
RFS,PA6-65A,PA665A,6,1.83,39.9,Comsearch's Frequency Coordination Database
CABLEWAVE SYSTEMS,PA6-65AC,PA665AC,6,1.83,39.9,Comsearch's Frequency Coordination Database
CABLEWAVE SYSTEMS,PA6-65AC S63000,PA665ACS63000,6,1.83,39.9,Comsearch's Frequency Coordination Database
CABLEWAVE SYSTEMS,PA6.65B,PA665B,6,1.83,39.9,Comsearch's Frequency Coordination Database
CABLEWAVE SYSTEMS,PA6-65B,PA665B,6,1.83,39.9,Comsearch's Frequency Coordination Database
RFS,PA6-65B,PA665B,6,1.83,39.9,Comsearch's Frequency Coordination Database
CABLEWAVE SYSTEMS,PA6-65B S91650,PA665BS91650,6,1.83,39.9,Comsearch's Frequency Coordination Database
RFS,PA6-W57A,PA6W57A,6,1.83,39,Comsearch's Frequency Coordination Database
RFS,PA6-W57B,PA6W57B,6,1.83,39,Comsearch's Frequency Coordination Database
RFS/Cablewave,PA6W59,PA6W59,6,1.83,39.2,https://www.rfsworld.com/userfiles/pdf/287a.pdf
RFS,PA6-W59A,PA6W59A,6,1.83,39.2,Comsearch's Frequency Coordination Database
RFS,PA6-W59B,PA6W59B,6,1.83,39.2,Comsearch's Frequency Coordination Database
RFS/Cablewave,PA859,PA859,8,2.44,41.7,https://www.rfsworld.com/userfiles/pdf/287a.pdf
CABLEWAVE SYSTEMS,PA8-59,PA859,8,2.44,41.7,https://www.rfsworld.com/userfiles/pdf/287a.pdf
RFS,PA8-59A,PA859A,8,2.44,41.6,Comsearch's Frequency Coordination Database
CABLEWAVE SYSTEMS,PA8-59B,PA859B,8,2.44,41.6,Comsearch's Frequency Coordination Database
RFS,PA8-59B,PA859B,8,2.44,41.6,Comsearch's Frequency Coordination Database
ANDREW,PA8-65,PA865,8,2.44,41.7,https://www.rfsworld.com/userfiles/pdf/287a.pdf
CABLEWAVE SYSTEMS,PA8-65,PA865,8,2.44,41.7,https://www.rfsworld.com/userfiles/pdf/287a.pdf
RFS,PA8-65,PA865,8,2.44,41.7,https://www.rfsworld.com/userfiles/pdf/287a.pdf
RFS,PA8?65A,PA865A,8,2.44,42.4,Comsearch's Frequency Coordination Database
CABLEWAVE SYSTEMS,PA8-65A,PA865A,8,2.44,42.4,Comsearch's Frequency Coordination Database
RFS,PA8-65A,PA865A,8,2.44,42.4,Comsearch's Frequency Coordination Database
CABLEWAVE SYSTEMS,PA8-65AC,PA865AC,8,2.44,42.4,Comsearch's Frequency Coordination Database
CABLEWAVE SYSTEMS,PA8-65B,PA865B,8,2.44,42.4,Comsearch's Frequency Coordination Database
CABLEWAVE SYSTEMS,PA8-W57A,PA8W57A,8,2.44,41.5,Comsearch's Frequency Coordination Database
RFS,PA8-W57A,PA8W57A,8,2.44,41.5,Comsearch's Frequency Coordination Database
RFS,PA8-W57AC,PA8W57AC,8,2.44,41.5,Comsearch's Frequency Coordination Database
RFS/Cablewave,PA8W59,PA8W59,8,2.44,41.7,https://www.rfsworld.com/userfiles/pdf/287a.pdf
RFS,PA8-W59A,PA8W59A,8,2.44,41.7,Comsearch's Frequency Coordination Database
RFS,PAA8-65A,PAA865A,8,2.44,,Indeterminate. Third character has multiple options. 
ANDREW,PAAR8-59W RF,PAAR859WRF,8,2.44,41,https://objects.eanixter.com/PD355687.PDF
COMMSCOPE,PAARX8-59WA,PAARX859WA,8,2.44,40.7,https://objects.eanixter.com/PD376733.PDF
RFS,PAD10-50A,PAD1050A,10,3.05,43.2,https://www.rfsworld.com/pim/product/html/PAD10-59AC
CABLEWAVE SYSTEMS,PAD10-59,PAD1059,10,3.05,43.2,https://www.rfsworld.com/pim/product/html/PAD10-59AC
RFS,PAD10-59,PAD1059,10,3.05,43.2,https://www.rfsworld.com/pim/product/html/PAD10-59AC
RFS,PAD10-59A,PAD1059A,10,3.05,43.2,https://www.rfsworld.com/pim/product/html/PAD10-59AC
CABLEWAVE SYSTEMS,PAD10-59AC,PAD1059AC,10,3.05,43.2,https://www.rfsworld.com/pim/product/html/PAD10-59AC
RFS,PAD10-64A,PAD1064A,10,3.05,43.9,https://www.rfsworld.com/pim/product/html/PAD10-65AC
CABLEWAVE SYSTEMS,PAD10-65,PAD1065,10,3.05,43.9,https://www.rfsworld.com/pim/product/html/PAD10-65AC
RFS,PAD 10-65A,PAD1065A,10,3.05,43.9,http://www.dadehnama.ir/uploads/4_313508659575390274.pdf
RFS,PAD10-65A,PAD1065A,10,3.05,43.9,https://www.rfsworld.com/pim/product/html/PAD10-65AC
CABLEWAVE SYSTEMS,PAD10-65AC,PAD1065AC,10,3.05,43.9,https://www.rfsworld.com/pim/product/html/PAD10-65AC
RFS,PAD10-W57A,PAD10W57A,10,3.05,43.5,https://www.rfsworld.com/pim/product/html/PAD10-W57AC
RFS,PAD10-W59A,PAD10W59A,10,3.05,43.4,https://www.rfsworld.com/pim/product/html/PAD10-W59AC
RFS,PAD1-65A,PAD165A,10,3.05,43.9,http://www.dadehnama.ir/uploads/4_313508659575390274.pdf
RFS,PAD6-107A,PAD6107A,,,,Model does not belong in this band.
RFS,PAD6-259B,PAD6259B,6,1.83,,Indeterminate. Band designator 259 is not known. 
CABLEWAVE SYSTEMS,PAD6-50AC,PAD650AC,6,1.83,,Indeterminate. Band designator 50 has multiple options. 
RFS,PAD6-57B,PAD657B,6,1.83,,Indeterminate. Band designator 57 is unknown. 
CABLEWAVE SYSTEMS,PAD6-57W,PAD657W,6,1.83,,Indeterminate. Band designator 57 is unknown. 
RFS,PAD6-57WA,PAD657WA,6,1.83,,Indeterminate. Band designator 57 is unknown. 
CABLEWAVE SYSTEMS,PAD6-59,PAD659,6,1.83,38.7,https://www.rfsworld.com/pim/product/html/PAD6-59BC
RFS,PAD6-59,PAD659,6,1.83,38.7,https://www.rfsworld.com/pim/product/html/PAD6-59BC
RFS,PAD6?59A,PAD659A,6,1.83,38.7,https://www.rfsworld.com/pim/product/html/PAD6-59BC
CABLEWAVE SYSTEMS,PAD6-59A,PAD659A,6,1.83,38.7,https://www.rfsworld.com/pim/product/html/PAD6-59BC
RFS,PAD6-59A,PAD659A,6,1.83,38.7,https://www.rfsworld.com/pim/product/html/PAD6-59BC
CABLEWAVE SYSTEMS,PAD6-59AC,PAD659AC,6,1.83,38.7,https://www.rfsworld.com/pim/product/html/PAD6-59BC
RFS,PAD6-59B,PAD659B,6,1.83,38.7,https://www.rfsworld.com/pim/product/html/PAD6-59BC
RFS,PAD-6-59B,PAD659B,6,1.83,38.7,http://www.dadehnama.ir/uploads/4_313508659575390274.pdf
RFS,PAD6-59N,PAD659N,6,1.83,38.7,https://www.rfsworld.com/pim/product/html/PAD6-59BC
CABLEWAVE SYSTEMS,PAD6-59W,PAD659W,6,1.83,38.7,https://www.rfsworld.com/pim/product/html/PAD6-59BC
RFS,PAD6-59WW,PAD659WW,6,1.83,38.7,https://www.rfsworld.com/pim/product/html/PAD6-59BC
CABLEWAVE SYSTEMS,PAD6-65,PAD665,6,1.83,39.6,https://www.rfsworld.com/pim/product/html/PAD6-65BC
RFS,PAD6-65,PAD665,6,1.83,39.6,https://www.rfsworld.com/pim/product/html/PAD6-65BC
RFS,PAD665A,PAD665A,6,1.83,39.6,https://www.rfsworld.com/pim/product/html/PAD6-65BC
ANDREW,PAD6-65A,PAD665A,6,1.83,39.6,https://docplayer.net/44808769-Microwave-antenna-systems.html
CABLEWAVE SYSTEMS,PAD6-65A,PAD665A,6,1.83,39.6,Comsearch's Frequency Coordination Database
RFS,PAD6-65A,PAD665A,6,1.83,39.6,https://www.rfsworld.com/pim/product/html/PAD6-65BC
RFS,PAd6-65A,PAD665A,6,1.83,39.6,https://www.rfsworld.com/pim/product/html/PAD6-65BC
CABLEWAVE SYSTEMS,PAD6-65AC,PAD665AC,6,1.83,39.6,https://www.rfsworld.com/pim/product/html/PAD6-65BC
RFS,PAD6-65AC,PAD665AC,6,1.83,39.6,https://www.rfsworld.com/pim/product/html/PAD6-65BC
RFS,PAD6-65AC-1S,PAD665AC1S,6,1.83,39.6,https://www.rfsworld.com/pim/product/html/PAD6-65BC
RFS,PAD6-65B,PAD665B,6,1.83,39.6,https://www.rfsworld.com/pim/product/html/PAD6-65BC
RFS,PAD6-65BC,PAD665BC,6,1.83,39.6,https://www.rfsworld.com/pim/product/html/PAD6-65BC
RFS,PAD6-65D,PAD665D,6,1.83,39.6,https://www.rfsworld.com/pim/product/html/PAD6-65BC
RFS,PAD6-69A,PAD669A,6,1.83,39.6,Typo should be PAD665A. Using that gain. 
RFS,PAD6-W57A,PAD6W57A,6,1.83,38.9,https://www.rfsworld.com/pim/product/html/PAD6-W57BC
RFS,PAD6W57B,PAD6W57B,6,1.83,38.9,https://www.rfsworld.com/pim/product/html/PAD6-W57BC
RFS,PAD6w57B,PAD6W57B,6,1.83,38.9,https://www.rfsworld.com/pim/product/html/PAD6-W57BC
RFS,PAD6-W57B,PAD6W57B,6,1.83,38.9,https://www.rfsworld.com/pim/product/html/PAD6-W57BC
RFS,PAD6-w57B,PAD6W57B,6,1.83,38.9,https://www.rfsworld.com/pim/product/html/PAD6-W57BC
RFS,PAD6-W57G,PAD6W57G,6,1.83,38.9,https://www.rfsworld.com/pim/product/html/PAD6-W57BC
RFS,PAD6-W59A,PAD6W59A,6,1.83,39.1,https://www.rfsworld.com/pim/product/html/PAD6-W59BC
ANDREW,PAD6-W59B,PAD6W59B,6,1.83,39.1,https://www.rfsworld.com/userfiles/pdf/6ghz_aws_relocation_kit.pdf
COMMSCOPE,PAD6-W59B,PAD6W59B,6,1.83,39.1,https://www.rfsworld.com/pim/product/html/PAD6-W59BC
RFS,PAD6-W59B,PAD6W59B,6,1.83,39.1,https://www.rfsworld.com/pim/product/html/PAD6-W59BC
RFS,PAD8-57A,PAD857A,8,2.44,,Indeterminate. Band designator 57 is unknown. 
RFS,PAD8 57W,PAD857W,8,2.44,41.4,Comsearch's Frequency Coordination Database
CABLEWAVE SYSTEMS,PAD8-57W,PAD857W,8,2.44,41.4,Comsearch's Frequency Coordination Database
RFS,PAD8-58A,PAD858A,8,2.44,,Indeterminate. Band designator 58 is unknown. 
CABLEWAVE SYSTEMS,PAD8-59,PAD859,8,2.44,41.3,https://www.rfsworld.com/pim/product/html/PAD8-59AC
RFS,PAD8-59,PAD859,8,2.44,41.3,https://www.rfsworld.com/pim/product/html/PAD8-59AC
RFS,PAD8-59A,PAD859A,8,2.44,41.3,https://www.rfsworld.com/pim/product/html/PAD8-59AC
CABLEWAVE SYSTEMS,PAD8-59AC,PAD859AC,8,2.44,41.3,https://www.rfsworld.com/pim/product/html/PAD8-59AC
RFS,PAD8-59AC,PAD859AC,8,2.44,41.3,https://www.rfsworld.com/pim/product/html/PAD8-59AC
CABLEWAVE SYSTEMS,PAD8-59W,PAD859W,8,2.44,41.3,https://www.rfsworld.com/pim/product/html/PAD8-59AC
CABLEWAVE SYSTEMS,PAD8-59WAC,PAD859WAC,8,2.44,41.3,https://www.rfsworld.com/pim/product/html/PAD8-59AC
RFS,PAD8-59WW,PAD859WW,8,2.44,41.3,https://www.rfsworld.com/pim/product/html/PAD8-59AC
RFS,PAD8-5(A,PAD85A,6,1.83,41.3,https://www.rfsworld.com/pim/product/html/PAD8-59AC
CABLEWAVE SYSTEMS,PAD8-65,PAD865,8,2.44,42.1,https://www.rfsworld.com/pim/product/html/PAD8-65AC
RFS,PAD8.65A,PAD865A,8,2.44,42.1,https://www.rfsworld.com/pim/product/html/PAD8-65AC
CABLEWAVE SYSTEMS,PAD8-65A,PAD865A,8,2.44,42.1,https://www.rfsworld.com/pim/product/html/PAD8-65AC
RFS,PAD8-65A,PAD865A,8,2.44,42.1,https://www.rfsworld.com/pim/product/html/PAD8-65AC
RFS,PAD8-65a,PAD865A,8,2.44,42.1,https://www.rfsworld.com/pim/product/html/PAD8-65AC
RFS,PAD8 65AC,PAD865AC,8,2.44,42.1,https://www.rfsworld.com/pim/product/html/PAD8-65AC
CABLEWAVE SYSTEMS,PAD8-65AC,PAD865AC,8,2.44,42.1,https://www.rfsworld.com/pim/product/html/PAD8-65AC
RFS,PAD8-65AC,PAD865AC,8,2.44,42.1,https://www.rfsworld.com/pim/product/html/PAD8-65AC
RFS,PAD8-U57A,PAD8U57A,8,2.44,41.4,Typo should be PAD8W57A. Using that gain. 
RFS,PAD8-W159A,PAD8W159A,8,2.44,41.6,Typo should be PAD8W59A. Using that gain. 
RFS,PAD8-W57,PAD8W57,8,2.44,41.4,https://www.rfsworld.com/pim/product/html/PAD8-W57AC
RFS,PAD8W57A,PAD8W57A,8,2.44,41.4,https://www.rfsworld.com/pim/product/html/PAD8-W57AC
RFS,PAD8-W57A,PAD8W57A,8,2.44,41.4,https://www.rfsworld.com/pim/product/html/PAD8-W57AC
RFS,PAD8-W57B,PAD8W57B,8,2.44,41.4,https://www.rfsworld.com/pim/product/html/PAD8-W57AC
RFS,PAD8-W59A,PAD8W59A,8,2.44,41.6,https://www.rfsworld.com/pim/product/html/PAD8-W59AC
RFS,PAD8-W59W,PAD8W59W,8,2.44,41.6,https://www.rfsworld.com/pim/product/html/PAD8-W59AC
RFS,PAD^-W59B,PADW59B,6,1.83,39.1,https://www.rfsworld.com/pim/product/html/PAD6-W59BC
RFS,PADX10-59W,PADX1059W,10,3.05,43.4,Comsearch's Frequency Coordination Database
RFS,PADX10-65A,PADX1065A,10,3.05,43.9,Comsearch's Frequency Coordination Database
RFS,PADX10-U57A,PADX10U57A,10,3.05,43.2,https://www.rfsworld.com/pim/product/html/PADX10-U57AC
RFS,PADX10-W57A,PADX10W57A,10,3.05,43.4,Comsearch's Frequency Coordination Database
COMMSCOPE,PADX10--W57A,PADX10W57A,10,3.05,43.4,Comsearch's Frequency Coordination Database
RFS,PADX10-W59A,PADX10W59A,10,3.05,43.4,https://www.rfsworld.com/pim/product/html/PADX10-W59AC
RFS,PADX10-W65A,PADX10W65A,10,3.05,43.9,https://alliancecorporation.ca/images/documents/wireless-infrastructure-documents/RFS/Microwave_antennas/Alliance_distributor_RFS_Microwave_Antenna_PAD10-65AC.pdf
RFS,PADX6-59,PADX659,6,1.83,38.1,https://www.rfsworld.com/pim/product/html/PADX6-59BC1S1R
RFS,PADX6-59A,PADX659A,6,1.83,38.5,https://www.rfsworld.com/pim/product/html/PADX6-59BC1S1R
RFS,PADX6-59B,PADX659B,6,1.83,38.1,https://www.rfsworld.com/pim/product/html/PADX6-59BC1S1R
CABLEWAVE SYSTEMS,PADX6-59WAC,PADX659WAC,6,1.83,38.9,Comsearch's Frequency Coordination Database
CABLEWAVE SYSTEMS,PADX6-59WAC 43015C,PADX659WAC43015C,6,1.83,38.9,Comsearch's Frequency Coordination Database
RFS,PADX6-65A,PADX665A,6,1.83,39.4,Comsearch's Frequency Coordination Database
RFS,PADX6-U57A,PADX6U57A,6,1.83,38.9,https://www.rfsworld.com/pim/product/html/PADX6-U57AC
RFS,PADX6-W57 A,PADX6W57A,6,1.83,38.7,https://www.rfsworld.com/pim/product/html/PADX6-W57AC
RFS,PADX6W57A,PADX6W57A,6,1.83,38.7,https://www.rfsworld.com/pim/product/html/PADX6-W57AC
RFS,PADX6-W57A,PADX6W57A,6,1.83,38.7,https://www.rfsworld.com/pim/product/html/PADX6-W57AC
RFS,PADX6-W57AC,PADX6W57AC,6,1.83,38.7,https://www.rfsworld.com/pim/product/html/PADX6-W57AC
ANDREW,PADX6-W59,PADX6W59,6,1.83,38.9,https://www.rfsworld.com/pim/product/html/PADX6-W59BC
RFS,PADX6-W59A,PADX6W59A,6,1.83,38.9,https://www.rfsworld.com/pim/product/html/PADX6-W59BC
RFS,PADX6 W59 B,PADX6W59B,6,1.83,38.9,https://www.rfsworld.com/pim/product/html/PADX6-W59BC
RFS,PADX6 W59B,PADX6W59B,6,1.83,38.9,https://www.rfsworld.com/pim/product/html/PADX6-W59BC
RFS,PADX6?¡W59B,PADX6W59B,6,1.83,38.9,https://www.rfsworld.com/pim/product/html/PADX6-W59BC
RFS,PADX6W59B,PADX6W59B,6,1.83,38.9,https://www.rfsworld.com/pim/product/html/PADX6-W59BC
COMMSCOPE,PADX6-W59B,PADX6W59B,6,1.83,38.9,Comsearch's Frequency Coordination Database
RFS,PADX6-W59B,PADX6W59B,6,1.83,38.9,https://www.rfsworld.com/pim/product/html/PADX6-W59BC
RFS,PADX6-W59BC,PADX6W59BC,6,1.83,38.9,https://www.rfsworld.com/pim/product/html/PADX6-W59BC
RFS,PADX8-59A,PADX859A,8,2.44,41.1,Comsearch's Frequency Coordination Database
CABLEWAVE SYSTEMS,PADX8-59W,PADX859W,8,2.44,41.4,https://www.rfsworld.com/pim/product/html/PADX8-W59AC
CABLEWAVE SYSTEMS,PADX8-59W 44017C,PADX859W44017C,8,2.44,41.4,https://www.rfsworld.com/pim/product/html/PADX8-W59AC
CABLEWAVE SYSTEMS,PADX8-59WAC,PADX859WAC,8,2.44,41.4,https://www.rfsworld.com/pim/product/html/PADX8-W59AC
RFS,PADX8-59WAC,PADX859WAC,8,2.44,41.4,https://www.rfsworld.com/pim/product/html/PADX8-W59AC
CABLEWAVE SYSTEMS,PADX8-59WAC 44017C,PADX859WAC44017C,8,2.44,41.4,https://www.rfsworld.com/pim/product/html/PADX8-W59AC
CABLEWAVE SYSTEMS,PADX8-59WAC 44017C,PADX859WAC44017C,8,2.44,41.4,https://www.rfsworld.com/pim/product/html/PADX8-W59AC
Andrew Corporation,PADX8-59WAC 44017C,PADX859WAC44017C,8,2.44,41.4,https://www.rfsworld.com/pim/product/html/PADX8-W59AC
ANDREW CORPORATION,PADX8-65,PADX865,8,2.44,39.6,https://www.launch3telecom.com/shared_media/pdf/manufacturers/rfs_6.pdf
RFS,PADX8-65A,PADX865A,8,2.44,41.9,Comsearch's Frequency Coordination Database
RFS,PADX8-U57,PADX8U57,8,2.44,41.4,https://www.rfsworld.com/pim/product/html/PADX8-U57AC
RFS,PADX8?U57A,PADX8U57A,8,2.44,41.4,https://www.rfsworld.com/pim/product/html/PADX8-U57AC
COMMSCOPE,PADX8-U57A,PADX8U57A,8,2.44,41.4,Comsearch's Frequency Coordination Database
RFS,PADX8-U57A,PADX8U57A,8,2.44,41.4,https://www.rfsworld.com/pim/product/html/PADX8-U57AC
RFS,padx8-u57a,PADX8U57A,8,2.44,41.4,https://www.rfsworld.com/pim/product/html/PADX8-U57AC
RFS,PADX8-W571,PADX8W571,8,2.44,41.2,https://www.rfsworld.com/pim/product/html/PADX8-W57AC
RFS,PADX8?W57A,PADX8W57A,8,2.44,41.2,https://www.rfsworld.com/pim/product/html/PADX8-W57AC
RFS,PADX8-W57 A,PADX8W57A,8,2.44,41.2,https://www.rfsworld.com/pim/product/html/PADX8-W57AC
RFS,PADX8-W57A,PADX8W57A,8,2.44,41.2,https://www.rfsworld.com/pim/product/html/PADX8-W57AC
RFS,PADx8-W57A,PADX8W57A,8,2.44,41.2,https://www.rfsworld.com/pim/product/html/PADX8-W57AC
RFS,PADX8-W59A,PADX8W59A,8,2.44,41.4,https://www.rfsworld.com/pim/product/html/PADX8-W59AC
,PADx8-W59A,PADX8W59A,8,2.44,41.4,https://www.rfsworld.com/pim/product/html/PADX8-W59AC
RFS,PADX8-W69A,PADX8W69A,8,2.44,41.4,https://www.rfsworld.com/pim/product/html/PADX8-W59AC
RFS,PADX8-WA57A,PADX8WA57A,8,2.44,41.2,https://www.rfsworld.com/pim/product/html/PADX8-W57AC
RFS,PADZ8-U57A,PADZ8U57A,8,2.44,41.4,Typo should be PADX8U57A. Using that gain
COMMSCOPE,PAE10-59A,PAE1059A,10,3.05,43.4,Typo should be PAL1059A. Using that gain.
CABLEWAVE SYSTEMS,PAL10-59,PAL1059,10,3.05,43.4,Comsearch's Frequency Coordination Database
ANDREW,PAL10-59A,PAL1059A,10,3.05,43.4,https://docplayer.net/44808769-Microwave-antenna-systems.html
CABLEWAVE SYSTEMS,PAL10-59A,PAL1059A,10,3.05,43.4,Comsearch's Frequency Coordination Database
RFS,PAL10-59A,PAL1059A,10,3.05,43.4,Comsearch's Frequency Coordination Database
CABLEWAVE SYSTEMS,PAL10-65,PAL1065,10,3.05,44.1,Comsearch's Frequency Coordination Database
RFS,PAL10-65A,PAL1065A,10,3.05,44.1,Comsearch's Frequency Coordination Database
CABLEWAVE SYSTEMS,PAL10-65AC,PAL1065AC,10,3.05,44.1,Comsearch's Frequency Coordination Database
RFS,PAL12-65A,PAL1265A,12,3.66,45.8,Comsearch's Frequency Coordination Database
RFS,PAL12-65AC,PAL1265AC,12,3.66,45.8,Comsearch's Frequency Coordination Database
CABLEWAVE SYSTEMS,PAL6-59,PAL659,6,1.83,39,Comsearch's Frequency Coordination Database
RFS,PAL6-59,PAL659,6,1.83,39,Comsearch's Frequency Coordination Database
RFS,PAL6-59A,PAL659A,6,1.83,39,Comsearch's Frequency Coordination Database
CABLEWAVE SYSTEMS,PAL6-59AC,PAL659AC,6,1.83,39,Comsearch's Frequency Coordination Database
CABLEWAVE SYSTEMS,PAL6 65,PAL665,6,1.83,39.9,Comsearch's Frequency Coordination Database
CABLEWAVE SYSTEMS,PAL6-65,PAL665,6,1.83,39.9,Comsearch's Frequency Coordination Database
RFS,PAL6-65,PAL665,6,1.83,39.9,Comsearch's Frequency Coordination Database
RFS,PAL6-65A,PAL665A,6,1.83,39.9,Comsearch's Frequency Coordination Database
RFS,PAL6-65AC,PAL665AC,6,1.83,39.9,Comsearch's Frequency Coordination Database
CABLEWAVE SYSTEMS,PAL6-65B,PAL665B,6,1.83,39.9,Comsearch's Frequency Coordination Database
CABLEWAVE SYSTEMS,PAL6-65B (FCC 91550),PAL665BFCC91550,6,1.83,39.9,Comsearch's Frequency Coordination Database
CABLEWAVE SYSTEMS,PAL6-65B (FCC S91550),PAL665BFCCS91550,6,1.83,39.9,Comsearch's Frequency Coordination Database
CABLEWAVE SYSTEMS,PAL8-17,PAL817,8,2.44,39.9,Comsearch's Frequency Coordination Database
CABLEWAVE SYSTEMS,PAL8-59A,PAL859A,8,2.44,41.6,Comsearch's Frequency Coordination Database
RFS,PAL8-59A,PAL859A,8,2.44,41.6,Comsearch's Frequency Coordination Database
CABLEWAVE SYSTEMS,PAL8-59AC,PAL859AC,8,2.44,41.6,Comsearch's Frequency Coordination Database
CABLEWAVE SYSTEMS,PAL8-59B,PAL859B,8,2.44,41.6,Comsearch's Frequency Coordination Database
RFS,PAL8-59B,PAL859B,8,2.44,41.6,Comsearch's Frequency Coordination Database
RFS,PAL 8-65,PAL865,8,2.44,42.4,https://docplayer.net/44808769-Microwave-antenna-systems.html
CABLEWAVE SYSTEMS,PAL8-65,PAL865,8,2.44,42.4,Comsearch's Frequency Coordination Database
RFS,PAL8-65,PAL865,8,2.44,42.4,Comsearch's Frequency Coordination Database
RFS,PAL8 - 65 A,PAL865A,8,2.44,42.4,Comsearch's Frequency Coordination Database
CABLEWAVE SYSTEMS,PAL8 65A,PAL865A,8,2.44,42.4,Comsearch's Frequency Coordination Database
RFS,PAL8-65 A,PAL865A,8,2.44,42.4,Comsearch's Frequency Coordination Database
CABLEWAVE SYSTEMS,PAL8-65.A,PAL865A,8,2.44,42.4,Comsearch's Frequency Coordination Database
CABLEWAVE SYSTEMS,PAL8-65A,PAL865A,8,2.44,42.4,Comsearch's Frequency Coordination Database
RFS,PAL8-65A,PAL865A,8,2.44,42.4,Comsearch's Frequency Coordination Database
RFS,PAL8-65a,PAL865A,8,2.44,42.4,https://docplayer.net/44808769-Microwave-antenna-systems.html
CABLEWAVE SYSTEMS,PAL8-65AC,PAL865AC,8,2.44,42.4,https://docplayer.net/44808769-Microwave-antenna-systems.html
RFS,PAL8-65AD,PAL865AD,8,2.44,42.4,https://docplayer.net/44808769-Microwave-antenna-systems.html
ANDREW,PAR 10-59,PAR1059,10,3.05,43.2,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,PAR10-59,PAR1059,10,3.05,43.2,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,PAR10-59,PAR1059,10,3.05,43.2,Comsearch's Frequency Coordination Database
COMMSCOPE,PAR 10-59A,PAR1059A,10,3.05,43.2,Comsearch's Frequency Coordination Database
ANDREW,PAR10-59A,PAR1059A,10,3.05,43.2,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,PAR10-59A,PAR1059A,10,3.05,43.2,Comsearch's Frequency Coordination Database
COMMSCOPE,PAr10-59A,PAR1059A,10,3.05,43.2,Comsearch's Frequency Coordination Database
ANDREW,PAR10-59A RF,PAR1059ARF,10,3.05,43.2,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,PAR10-59W,PAR1059W,10,3.05,43.4,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,PAR10-59W,PAR1059W,10,3.05,43.4,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,PAR10-59W (H),PAR1059WH,10,3.05,43.4,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,PAR10-59W (H-POL ONLY),PAR1059WHPOLONLY,10,3.05,43.4,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,PAR10-59W LF,PAR1059WLF,10,3.05,43.4,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,PAR10-59W LF,PAR1059WLF,10,3.05,43.4,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,PAR10-59W LW,PAR1059WLW,10,3.05,43.4,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,PAR10-59W R,PAR1059WR,10,3.05,43.4,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,PAR10-59W RF,PAR1059WRF,10,3.05,43.4,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,PAR10-59W RF,PAR1059WRF,10,3.05,43.4,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,PAR10-59WRF,PAR1059WRF,10,3.05,43.4,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,PAR10-59W RF (V-POL ONLY),PAR1059WRFVPOLONLY,10,3.05,43.4,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,PAR10-59W (V)LF,PAR1059WVLF,10,3.05,43.4,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,PAR10-59W (V) RF,PAR1059WVRF,10,3.05,43.4,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
